tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
422,GadgetCoSupport,False,Sat Jul 22 09:15:52 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,421
423,cust109,True,Thu Feb 02 19:42:11 +0000 2023,what are your store hours on weekends @GadgetCoSupport,424,
424,GadgetCoSupport,False,Tue Jan 31 02:30:46 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,423
425,cust47,True,Fri Aug 04 13:38:01 +0000 2023,"@GadgetCoSupport you guys are great, quick and friendly service",426,
426,GadgetCoSupport,False,Sat Jul 15 16:19:50 +0000 2023,This made our day! Thank you for the kind words 💙 ^AK,,425
427,cust35,True,Thu Mar 02 06:29:52 +0000 2023,is there a student discount available,428,
428,GadgetCoSupport,False,Tue Oct 03 14:18:38 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,427
429,cust77,True,Fri Oct 06 15:26:31 +0000 2023,"got the wrong item entirely, ordered X got Y. order #975373",430,
430,GadgetCoSupport,False,Sat Sep 30 13:48:32 +0000 2023,That shouldn't happen — DM us your order number and we'll get this sorted with a replacement or refund. ^JM,,429
431,cust71,True,Mon Feb 27 01:10:22 +0000 2023,what are your store hours on weekends @GadgetCoSupport,432,
432,GadgetCoSupport,False,Thu Aug 03 22:23:19 +0000 2023,"Great question! Yes, we ship to Canada, delivery usually takes 5-7 business days. Let us know if you need anything else! ^AK",,431
433,cust26,True,Thu Aug 17 21:45:52 +0000 2023,@GadgetCoSupport do you guys ship to Canada?,434,
434,GadgetCoSupport,False,Wed Jan 25 08:54:37 +0000 2023,"Great question! Yes, we ship to Canada, delivery usually takes 5-7 business days. Let us know if you need anything else! ^AK",,433
435,cust56,True,Mon Mar 13 18:20:46 +0000 2023,why was I charged $74 more than the listed price on #560285,436,
436,GadgetCoSupport,False,Mon May 29 08:31:32 +0000 2023,We take billing issues seriously. Please DM your order number and we'll have our billing team review this right away. ^JM,,435
437,cust61,True,Wed Mar 15 18:58:41 +0000 2023,@GadgetCoSupport does the warranty cover water damage?,438,
438,GadgetCoSupport,False,Mon Apr 24 15:03:26 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,437
439,cust161,True,Thu Oct 12 18:02:42 +0000 2023,"@GadgetCoSupport I want to return order #683761, how do I start that",440,
440,GadgetCoSupport,False,Wed Jan 25 12:32:23 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,439
441,cust179,True,Sat Jul 29 05:25:58 +0000 2023,"@GadgetCoSupport you guys are great, quick and friendly service",442,
442,GadgetCoSupport,False,Sat Jun 03 13:42:23 +0000 2023,So glad we could help! Thanks for being a customer 🙌 ^JM,,441
443,cust182,True,Sat Aug 26 02:05:52 +0000 2023,"@GadgetCoSupport where is my order?? placed it 9 days ago, nothing",444,
444,GadgetCoSupport,False,Sun Oct 15 15:01:30 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,443
445,cust53,True,Fri Feb 10 16:22:34 +0000 2023,"@GadgetCoSupport love the new product, best purchase this year",446,
446,GadgetCoSupport,False,Sun Jul 09 03:21:59 +0000 2023,So glad we could help! Thanks for being a customer 🙌 ^JM,,445
447,cust173,True,Tue Feb 07 06:51:02 +0000 2023,"got the wrong item entirely, ordered X got Y. order #154040",448,
448,GadgetCoSupport,False,Sat Oct 28 20:20:49 +0000 2023,So sorry to hear that! Please DM us photos of the issue and your order number so we can send a replacement. ^AK,,447
449,cust55,True,Thu Mar 02 17:26:13 +0000 2023,@GadgetCoSupport tracking says delivered but I never got my package. Order #449138,450,
450,GadgetCoSupport,False,Fri May 05 22:00:20 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,449
451,cust199,True,Fri Jul 14 16:58:32 +0000 2023,why was I charged $46 more than the listed price on #350956,452,
452,GadgetCoSupport,False,Sun Oct 01 23:37:09 +0000 2023,We take billing issues seriously. Please DM your order number and we'll have our billing team review this right away. ^JM,,451
453,cust120,True,Tue Aug 29 11:39:33 +0000 2023,@GadgetCoSupport can I exchange this for a different size? order #477114,454,
454,GadgetCoSupport,False,Sat Apr 15 13:29:49 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,453
455,cust5,True,Wed Oct 11 21:15:50 +0000 2023,"@GadgetCoSupport I want to return order #689849, how do I start that",456,
456,GadgetCoSupport,False,Tue Oct 24 15:12:12 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,455
457,cust146,True,Wed Sep 13 20:02:53 +0000 2023,"still waiting on my refund for order #445888, it's been 9 days",458,
458,GadgetCoSupport,False,Thu Jun 22 09:22:08 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,457
459,cust44,True,Tue Mar 28 05:05:44 +0000 2023,is there a student discount available,460,
460,GadgetCoSupport,False,Sat Oct 07 17:46:44 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,459
461,cust172,True,Wed Jan 04 15:00:53 +0000 2023,"Hey @GadgetCoSupport my order #649395 still hasn't arrived, it's been 3 days now",462,
462,GadgetCoSupport,False,Sun Mar 12 22:57:47 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,461
463,cust117,True,Tue Jan 31 22:29:40 +0000 2023,@GadgetCoSupport tracking says delivered but I never got my package. Order #109585,464,
464,GadgetCoSupport,False,Tue Sep 05 17:45:44 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,463
465,cust185,True,Mon Oct 02 10:26:16 +0000 2023,"@GadgetCoSupport where is my order?? placed it 2 days ago, nothing",466,
466,GadgetCoSupport,False,Mon Jan 09 18:17:06 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,465
467,cust25,True,Thu May 04 06:59:16 +0000 2023,is there a student discount available,468,
468,GadgetCoSupport,False,Wed Sep 27 09:11:24 +0000 2023,"Great question! Yes, we ship to Canada, delivery usually takes 5-7 business days. Let us know if you need anything else! ^AK",,467
469,cust96,True,Thu Aug 24 20:34:15 +0000 2023,@GadgetCoSupport does the warranty cover water damage?,470,
470,GadgetCoSupport,False,Fri May 05 08:13:23 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,469
471,cust104,True,Thu Jul 13 20:07:23 +0000 2023,"@GadgetCoSupport I want to return order #785491, how do I start that",472,
472,GadgetCoSupport,False,Fri Sep 01 02:02:35 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,471
473,cust166,True,Tue Oct 17 03:28:19 +0000 2023,"I think someone got into my account, can you help @GadgetCoSupport",474,
474,GadgetCoSupport,False,Thu Sep 28 01:32:57 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,473
475,cust176,True,Fri Oct 06 20:31:00 +0000 2023,"@GadgetCoSupport where is my order?? placed it 3 days ago, nothing",476,
476,GadgetCoSupport,False,Tue Jan 17 06:31:48 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,475
477,cust37,True,Thu Feb 09 10:53:46 +0000 2023,"shoutout to @GadgetCoSupport support team, really appreciated the help today",478,
478,GadgetCoSupport,False,Sat Mar 25 20:31:59 +0000 2023,So glad we could help! Thanks for being a customer 🙌 ^JM,,477
479,cust99,True,Fri Feb 10 18:13:59 +0000 2023,"@GadgetCoSupport where is my order?? placed it 19 days ago, nothing",480,
480,GadgetCoSupport,False,Tue Jun 27 01:57:18 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,479
481,cust155,True,Sat Jun 17 01:04:43 +0000 2023,@GadgetCoSupport tracking says delivered but I never got my package. Order #979414,482,
482,GadgetCoSupport,False,Sat May 20 16:24:14 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,481
483,cust48,True,Mon Feb 13 22:31:23 +0000 2023,"@GadgetCoSupport this is defective right out of the box, order #679902",484,
484,GadgetCoSupport,False,Thu Jun 01 08:58:22 +0000 2023,That shouldn't happen — DM us your order number and we'll get this sorted with a replacement or refund. ^JM,,483
485,cust183,True,Wed Jul 19 11:31:47 +0000 2023,"@GadgetCoSupport I was charged twice for order #380989, please fix this",486,
486,GadgetCoSupport,False,Tue Jul 04 03:52:45 +0000 2023,We take billing issues seriously. Please DM your order number and we'll have our billing team review this right away. ^JM,,485
487,cust27,True,Tue Feb 14 06:49:21 +0000 2023,"package for order #566339 arrived completely smashed, box was crushed",488,
488,GadgetCoSupport,False,Wed Aug 09 16:20:30 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,487
489,cust91,True,Fri Jun 16 14:01:33 +0000 2023,"screen is cracked and I haven't even dropped it, order #208310",490,
490,GadgetCoSupport,False,Sat Jan 07 10:37:33 +0000 2023,So sorry to hear that! Please DM us photos of the issue and your order number so we can send a replacement. ^AK,,489
491,cust147,True,Fri Jul 14 06:10:16 +0000 2023,"@GadgetCoSupport I want to return order #860053, how do I start that",492,
492,GadgetCoSupport,False,Mon Mar 13 09:47:27 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,491
493,cust112,True,Fri Aug 04 10:54:49 +0000 2023,requested a refund last week for #253023 and heard nothing back,494,
494,GadgetCoSupport,False,Tue Sep 05 02:48:02 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,493
495,cust118,True,Sat Mar 11 11:05:32 +0000 2023,"still waiting on my refund for order #855917, it's been 17 days",496,
496,GadgetCoSupport,False,Wed Jan 04 14:24:24 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,495
497,cust86,True,Sat Mar 11 10:56:18 +0000 2023,requested a refund last week for #943135 and heard nothing back,498,
498,GadgetCoSupport,False,Wed Jun 14 21:57:44 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,497
499,cust102,True,Tue May 30 23:02:35 +0000 2023,"@GadgetCoSupport love the new product, best purchase this year",500,
500,GadgetCoSupport,False,Sat Sep 09 20:58:01 +0000 2023,So glad we could help! Thanks for being a customer 🙌 ^JM,,499
501,cust94,True,Mon Oct 16 07:16:28 +0000 2023,@GadgetCoSupport does the warranty cover water damage?,502,
502,GadgetCoSupport,False,Sat Oct 07 06:33:03 +0000 2023,"Great question! Yes, we ship to Canada, delivery usually takes 5-7 business days. Let us know if you need anything else! ^AK",,501
503,cust113,True,Sun Feb 05 14:53:47 +0000 2023,"@GadgetCoSupport I was charged twice for order #862538, please fix this",504,
504,GadgetCoSupport,False,Wed Sep 13 05:04:02 +0000 2023,We take billing issues seriously. Please DM your order number and we'll have our billing team review this right away. ^JM,,503
505,cust97,True,Fri Aug 18 21:46:12 +0000 2023,"I think someone got into my account, can you help @GadgetCoSupport",506,
506,GadgetCoSupport,False,Sun Sep 03 21:11:55 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,505
507,cust180,True,Sat Feb 25 09:02:16 +0000 2023,requested a refund last week for #670053 and heard nothing back,508,
508,GadgetCoSupport,False,Sat Jul 01 06:03:22 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,507
509,cust111,True,Fri Jan 06 03:35:24 +0000 2023,"@GadgetCoSupport I can't log into my account, keeps saying wrong password",510,
510,GadgetCoSupport,False,Sat May 13 08:04:58 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,509
511,cust119,True,Mon Jun 26 00:53:39 +0000 2023,"got the wrong item entirely, ordered X got Y. order #567432",512,
512,GadgetCoSupport,False,Tue Sep 05 03:48:23 +0000 2023,So sorry to hear that! Please DM us photos of the issue and your order number so we can send a replacement. ^AK,,511
513,cust80,True,Tue Aug 22 07:31:54 +0000 2023,"@GadgetCoSupport I want to return order #221707, how do I start that",514,
514,GadgetCoSupport,False,Sun Sep 24 17:34:58 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,513
515,cust18,True,Mon Jan 23 04:11:24 +0000 2023,"@GadgetCoSupport I want to return order #559450, how do I start that",516,
516,GadgetCoSupport,False,Thu Jan 12 12:29:27 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,515
517,cust45,True,Mon Jun 19 20:23:00 +0000 2023,"I think someone got into my account, can you help @GadgetCoSupport",518,
518,GadgetCoSupport,False,Mon Aug 07 16:49:22 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,517
519,cust164,True,Sat Jul 22 01:03:46 +0000 2023,"@GadgetCoSupport where is my order?? placed it 7 days ago, nothing",520,
520,GadgetCoSupport,False,Wed Apr 12 16:22:06 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,519
521,cust72,True,Mon Oct 23 03:42:16 +0000 2023,"two factor code never arrives, can't get into my account",522,
522,GadgetCoSupport,False,Mon Oct 02 06:48:25 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,521
523,cust172,True,Thu Sep 28 23:16:09 +0000 2023,"still waiting on my refund for order #579776, it's been 5 days",524,
524,GadgetCoSupport,False,Sat Jun 10 21:44:06 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,523
525,cust91,True,Thu Mar 30 10:49:46 +0000 2023,requested a refund last week for #715519 and heard nothing back,526,
526,GadgetCoSupport,False,Mon Feb 13 04:52:36 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,525
527,cust96,True,Tue Sep 19 14:08:36 +0000 2023,"still waiting on my refund for order #420214, it's been 5 days",528,
528,GadgetCoSupport,False,Thu Aug 03 21:42:54 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,527
529,cust163,True,Thu Oct 12 06:04:31 +0000 2023,"@GadgetCoSupport where is my order?? placed it 7 days ago, nothing",530,
530,GadgetCoSupport,False,Fri Sep 08 10:30:58 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,529
531,cust92,True,Wed Sep 06 04:58:15 +0000 2023,"package for order #982885 arrived completely smashed, box was crushed",532,
532,GadgetCoSupport,False,Mon Apr 10 13:58:44 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,531
533,cust182,True,Fri Sep 08 06:05:22 +0000 2023,"@GadgetCoSupport you guys are great, quick and friendly service",534,
534,GadgetCoSupport,False,Sun Feb 12 20:35:07 +0000 2023,So glad we could help! Thanks for being a customer 🙌 ^JM,,533
535,cust58,True,Tue Mar 28 16:39:02 +0000 2023,@GadgetCoSupport tracking says delivered but I never got my package. Order #406278,536,
536,GadgetCoSupport,False,Tue Oct 17 18:02:01 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,535
537,cust199,True,Thu Oct 05 01:30:53 +0000 2023,"@GadgetCoSupport the thing I bought stopped working after like 2 days, order #700534",538,
538,GadgetCoSupport,False,Mon Aug 14 19:53:31 +0000 2023,That shouldn't happen — DM us your order number and we'll get this sorted with a replacement or refund. ^JM,,537
539,cust9,True,Mon May 15 12:41:28 +0000 2023,"@GadgetCoSupport where is my order?? placed it 9 days ago, nothing",540,
540,GadgetCoSupport,False,Tue Feb 14 15:59:09 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,539
541,cust189,True,Tue Aug 08 06:02:35 +0000 2023,@GadgetCoSupport do you guys ship to Canada?,542,
542,GadgetCoSupport,False,Mon Mar 13 07:31:22 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,541
543,cust72,True,Thu Jun 15 10:39:16 +0000 2023,@GadgetCoSupport do you guys ship to Canada?,544,
544,GadgetCoSupport,False,Mon May 29 20:51:09 +0000 2023,"Great question! Yes, we ship to Canada, delivery usually takes 5-7 business days. Let us know if you need anything else! ^AK",,543
545,cust71,True,Thu Mar 09 09:05:25 +0000 2023,"@GadgetCoSupport I want to return order #242175, how do I start that",546,
546,GadgetCoSupport,False,Thu Mar 16 11:43:37 +0000 2023,We can definitely help with that. Please DM your order number and we'll get the return process started. ^AK,,545
547,cust162,True,Tue Aug 01 13:39:34 +0000 2023,is there a student discount available,548,
548,GadgetCoSupport,False,Sun Aug 20 02:44:58 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,547
549,cust178,True,Mon Aug 21 17:46:08 +0000 2023,"@GadgetCoSupport I can't log into my account, keeps saying wrong password",550,
550,GadgetCoSupport,False,Sat Jun 17 21:11:18 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,549
551,cust17,True,Sat Apr 22 15:38:34 +0000 2023,"Hey @GadgetCoSupport my order #866437 still hasn't arrived, it's been 16 days now",552,
552,GadgetCoSupport,False,Wed Apr 19 18:00:43 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,551
553,cust34,True,Sun Jun 25 01:45:45 +0000 2023,@GadgetCoSupport can I exchange this for a different size? order #454161,554,
554,GadgetCoSupport,False,Tue Jan 24 03:37:31 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,553
555,cust113,True,Sun Jan 01 15:34:32 +0000 2023,"two factor code never arrives, can't get into my account",556,
556,GadgetCoSupport,False,Fri Apr 14 04:48:10 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,555
557,cust168,True,Tue May 09 03:00:03 +0000 2023,@GadgetCoSupport does the warranty cover water damage?,558,
558,GadgetCoSupport,False,Mon Jul 10 23:37:34 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,557
559,cust110,True,Sat Feb 18 00:02:22 +0000 2023,"@GadgetCoSupport where is my order?? placed it 11 days ago, nothing",560,
560,GadgetCoSupport,False,Thu Apr 20 17:21:36 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,559
561,cust3,True,Fri Mar 03 15:22:33 +0000 2023,@GadgetCoSupport tracking says delivered but I never got my package. Order #644676,562,
562,GadgetCoSupport,False,Thu Mar 09 17:23:33 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,561
563,cust81,True,Sat Jun 03 04:59:33 +0000 2023,"@GadgetCoSupport where is my order?? placed it 5 days ago, nothing",564,
564,GadgetCoSupport,False,Sat Jul 15 04:50:51 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,563
565,cust3,True,Mon Aug 14 12:47:10 +0000 2023,"I think someone got into my account, can you help @GadgetCoSupport",566,
566,GadgetCoSupport,False,Thu Apr 20 22:52:03 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,565
567,cust23,True,Mon Mar 13 04:29:02 +0000 2023,why was I charged $32 more than the listed price on #746002,568,
568,GadgetCoSupport,False,Sun Jul 16 12:47:56 +0000 2023,We take billing issues seriously. Please DM your order number and we'll have our billing team review this right away. ^JM,,567
569,cust71,True,Mon May 08 20:08:54 +0000 2023,"shoutout to @GadgetCoSupport support team, really appreciated the help today",570,
570,GadgetCoSupport,False,Fri May 26 00:58:35 +0000 2023,This made our day! Thank you for the kind words 💙 ^AK,,569
571,cust49,True,Thu Jun 01 23:31:34 +0000 2023,@GadgetCoSupport does the warranty cover water damage?,572,
572,GadgetCoSupport,False,Sat Jan 28 08:42:50 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,571
573,cust136,True,Tue Jul 04 11:31:20 +0000 2023,"@GadgetCoSupport the thing I bought stopped working after like 2 days, order #352792",574,
574,GadgetCoSupport,False,Thu Mar 09 14:05:03 +0000 2023,So sorry to hear that! Please DM us photos of the issue and your order number so we can send a replacement. ^AK,,573
575,cust196,True,Tue Feb 07 00:36:27 +0000 2023,is there a student discount available,576,
576,GadgetCoSupport,False,Sat Oct 28 02:27:31 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,575
577,cust130,True,Thu Sep 14 15:07:31 +0000 2023,@GadgetCoSupport tracking says delivered but I never got my package. Order #141761,578,
578,GadgetCoSupport,False,Sat Aug 05 14:38:47 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,577
579,cust21,True,Tue Mar 21 19:31:45 +0000 2023,@GadgetCoSupport tracking says delivered but I never got my package. Order #390946,580,
580,GadgetCoSupport,False,Sat Jun 17 14:13:33 +0000 2023,"Hi there, sorry for the trouble! Please DM us your order number and zip code so we can look into the tracking. ^AK",,579
581,cust15,True,Tue Feb 14 15:49:08 +0000 2023,"@GadgetCoSupport I can't log into my account, keeps saying wrong password",582,
582,GadgetCoSupport,False,Wed Mar 01 16:30:24 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,581
583,cust4,True,Fri Jan 06 05:57:53 +0000 2023,"@GadgetCoSupport I can't log into my account, keeps saying wrong password",584,
584,GadgetCoSupport,False,Tue Sep 12 12:37:23 +0000 2023,For account security we can't help over Twitter — please DM us or contact support@gadgetco.example directly so we can verify your identity. ^AK,,583
585,cust192,True,Thu Mar 02 01:04:07 +0000 2023,"@GadgetCoSupport this is defective right out of the box, order #275073",586,
586,GadgetCoSupport,False,Wed Jun 21 15:37:52 +0000 2023,That shouldn't happen — DM us your order number and we'll get this sorted with a replacement or refund. ^JM,,585
587,cust128,True,Tue Sep 19 13:06:42 +0000 2023,"@GadgetCoSupport I want to return order #375722, how do I start that",588,
588,GadgetCoSupport,False,Sun Jan 29 18:11:24 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,587
589,cust198,True,Sat Oct 21 04:11:57 +0000 2023,what are your store hours on weekends @GadgetCoSupport,590,
590,GadgetCoSupport,False,Thu Apr 27 18:31:32 +0000 2023,"Great question! Yes, we ship to Canada, delivery usually takes 5-7 business days. Let us know if you need anything else! ^AK",,589
591,cust94,True,Sat Mar 18 06:30:56 +0000 2023,"Hey @GadgetCoSupport my order #356430 still hasn't arrived, it's been 3 days now",592,
592,GadgetCoSupport,False,Thu Jan 19 20:07:45 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,591
593,cust107,True,Fri May 19 02:50:08 +0000 2023,is there a student discount available,594,
594,GadgetCoSupport,False,Fri Oct 20 13:34:24 +0000 2023,We're open 9am-9pm every day including weekends! ^JM,,593
595,cust12,True,Sun Feb 05 16:56:00 +0000 2023,"Hey @GadgetCoSupport my order #288056 still hasn't arrived, it's been 9 days now",596,
596,GadgetCoSupport,False,Thu May 25 11:18:43 +0000 2023,That's not the experience we want for you. Could you send us a DM with your order # so we can escalate to our shipping team? ^JM,,595
597,cust75,True,Fri May 05 16:53:27 +0000 2023,requested a refund last week for #108356 and heard nothing back,598,
598,GadgetCoSupport,False,Sat Jul 08 21:32:34 +0000 2023,Sorry for the delay on your refund! DM us your order # and we'll check the status right away. ^JM,,597
599,cust39,True,Sat Jul 29 00:52:13 +0000 2023,"@GadgetCoSupport love the new product, best purchase this year",600,
600,GadgetCoSupport,False,Sun Apr 30 19:43:01 +0000 2023,This made our day! Thank you for the kind words 💙 ^AK,,599
